index,linkPoster,name,role,time,content,content_img,react_list,comment
19,https://www.facebook.com/groups/1976889476160045/user/100003674949629/?__cft__[0]=AZVkaL-5WEEoNkISGLLEX1vqxVfDazo2Th8pn7MWysH_6A6A8x8sDsPBhZBl0gsfQBkVt9_KaknKMK_vkrQnuhtbBw5blPFZzFFo4F_CPhM7rbV8r6Axc_we3SjUf9eX3pCH8S3JyLORhWGCnJbOVX3itqBd5YnsihmTAyHMofJxZTV3iA9LqhYX5yKcmiM8lQBQWqFrPn9XRVG-gZ9uBo-J&__tn__=-UC%2CP-R,Photocopy Yến Nhi,Thành viên,Hôm qua lúc 15:38,"Tặng nhau LỊCH TẾT – Gắn kết yêu thương  
   Hãy để YẾN NHI chuẩn bị những món quà thay cho  bạn để  tặng cho bạn bè và người thân những món quà ý nghĩa nhất nhaaaa!!! 
   Thể hiện được tâm tư tình cảm và sự chân thành của chính bạn dành cho những người thân yêu, đồng nghiệp….. 
 Bộ lịch giấy treo tường 2025 siêu dễ thương sẽ là sự lựa chọn tuyệt với cho chính bạn và người thân luôn đó!!!
----------------------------------------
Lịch gồm kích thước TÙY CHỌN
- Bên em nhận từ 01 tấm
Inbox ngay cho Shop để có 1 chiếc lịch xinh xắn nhé.""
𝐅𝐛: Hoa Hướng Dương (𝐓𝐡𝐢ế𝐭 𝐤ế 𝐢𝐧 ấ𝐧)
𝐙𝐚𝐥𝐨/𝐂𝐚𝐥𝐥: 0978490331","{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/467333141_3282681728530960_8515587695544662323_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeE7NScm2wGys486kfT2-foZ1JfDzJxI79DUl8PMnEjv0NP0xza4-fcNeimlONdXLn5ys8CjyshY89MjSfeNwhBL&_nc_ohc=cRqLGxWbiowQ7kNvgHycWb0&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AWMkUj_PiGr4KZ1PU_JF3jn&oh=00_AYASRm-T6YCoSZfMC7oy_wFdH-iLV0Reql07HOzaR9cskg&oe=673FA230', 1: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/467418573_3282681698530963_8259774611859853014_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeH5SPp156FfASzddMteg7QOvryg3NFJnd2-vKDc0Umd3XfIZCgfyLRadaSNc4QS4HgwoCERawwtNFfsrMzogT_B&_nc_ohc=M-SKwUIOYvgQ7kNvgENVM7G&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AWMkUj_PiGr4KZ1PU_JF3jn&oh=00_AYDWJPxztFbW2oJF19pgkQMC_wksJ4Zh6Gkx7UMttkITnA&oe=673F8C91', 2: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/467400487_3282681715197628_2389378676820888476_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFdEgDLciSpHTJLTajZCy2KTJcuo57kcptMly6jnuRym4bCHYu8iYtUPkDZfDqyELDRUf0KCPBe7RU1iQQ1j6zn&_nc_ohc=KkASDLqcFScQ7kNvgEi1NzU&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AWMkUj_PiGr4KZ1PU_JF3jn&oh=00_AYBn7_Gv-XoJ9RroM2TUycAKKoJp-uu7qPNiay3__v1QXA&oe=673FB2CF', 3: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/467115393_3282681831864283_2015337554834551469_n.jpg?stp=dst-jpg_s600x600&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHtFqqpjan0FGZlp_IlVWixSJEpMeIth1BIkSkx4i2HUMKtK5LOWyv34oO5wctKsOtwwsKaai6BvXnExXdx36hf&_nc_ohc=B5jmNj2SgYgQ7kNvgFNv6bE&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AWMkUj_PiGr4KZ1PU_JF3jn&oh=00_AYDZ-M1Bb2Z2pWcIZt69xelEE5pHPw4mxQEqDxWfZr8cZg&oe=673FB931', 4: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/467045335_3282681868530946_5780002892647449562_n.jpg?stp=dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFVmZpEIKyLYrBDeGzUd7rnn8NnSdtTjEefw2dJ21OMR9KXBBZ_xoIJVMuyzwVd5eRcWTWVLqf8ofCQ_kRSGJCG&_nc_ohc=AIE5LcnsMpoQ7kNvgERIUHi&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AWMkUj_PiGr4KZ1PU_JF3jn&oh=00_AYBxCHggejLAgGOyuZHEhIWgNdCY8YwcZjUuFp7Q6lt1Ng&oe=673FA538'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
20,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 13:43,"Ai mất thẻ xe thì iB
Rớt đoạn cây chỉ đường tới C3",{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/466682669_1958271331265966_7956146309411727277_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFodhNtyw1ZOv3PkUcHEEoNWyU2HgXm1FFbJTYeBebUUQH2BxKkQTNAuEzobUpSfxM38NVQPjmB5hEpPlIul34S&_nc_ohc=dqZC0Bi_45wQ7kNvgEgI5_v&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=ABu5ZBo2KxYNIZ8ym1Kelt-&oh=00_AYDIxqE63ayHYD2hgTkP1rISXka6XjAz5UG6dvlE-QSnSg&oe=673F82F9'},"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
21,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 13:02,Ai cho mình hỏi thì gk1 môn cơ sở việt ngữ 1 của cô Sao Mai ôn như nào vậy ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
22,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 11:46,"Mình hơi khó hiểu một chuyện ạk. Sao các bạn nữ xa lạ ko thể ở ghép với nhau cho đỡ tiền phòng dc nhỉ?  Nam ngủ gác xép trên nữ ngủ giường dưới, chỉ cần tâm trong sáng ko có đụng chạm gì thì sẽ ko có chuyện gì xảy ra. Biết đâu hợp tính, hợp nết, lại trở thành bạn thân hay ngừi iu thì sao? Dc các bạn nam giặt đồ, lau nhà, đi ăn chơi có người đưa rước ,dc các bạn nam trả tiền chả thích quá ý chứ. Nghĩ lại mình thấy lợi cho mấy bạn nữ chứ ko thấy hại. Mong các bạn nữ suy nghĩ lại hãy mở lòng ra thời hiện đại rồi. Cái câu nam nữ thụ thụ bất thân lạc hậu lỗi thời rồi:))",No picture,"{'Thích': '20', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '52', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Phạm Tấn Chung', 'content': 'Cái gì dẫy trời, ưng ở hay không là quan điểm của từng người mà trời :))'}, {'name': 'Hiếu Đỗ', 'content': 'Bạn thật thà vậy thì đừng có để ẩn danh nhoa'}, {'name': 'Nhung Ng', 'content': 'Hiếu Đỗ Nha Đam chốt đơn cỏ.kkk'}, {'name': 'Nha Đam', 'content': 'Nha Đam Nhung Ng Chốt cửa luôn chứ chốt đơn là xưa rồi c kkk'}, {'name': 'Trần Đại Nghĩa', 'content': 'Hay thế'}, {'name': 'Nguyễn Chương', 'content': 'Trần Đại Nghĩa dume ăn no xong lại to bụng à :))'}, {'name': 'Trần Đại Nghĩa', 'content': 'Nguyễn Chương tốt nghiệp con 3 tuổi rưỡi'}, {'name': 'Quang Danh', 'content': 'M viết à Vỹ Lương'}, {'name': 'Vỹ Lương', 'content': 'Quang Danh ở vs t thì xác định năm sau cưới'}, {'name': 'Quang Danh', 'content': 'Vỹ Lương'}, {'name': 'Hoàng Thị Hiền', 'content': 'Đinh Thị Hoài Giang Han Han gì đây=))'}, {'name': 'Đinh Thị Hoài Giang', 'content': 'Hoàng Thị Hiền :)))'}, {'name': 'Quang Chu', 'content': 'Xuân Thanh k ở cũng thân'}, {'name': 'Xuân Thanh', 'content': 'Quang Chu lấy nick phụ đăng à'}, {'name': 'Hà Thị Hồng Vân', 'content': 'Ở thế mang tiếng=))'}, {'name': 'An Tâm Nguyễn Thị', 'content': 'Cẩm Quỳnh sao nghe quen quen nhỉ'}, {'name': 'Cẩm Quỳnh', 'content': 'An Tâm Nguyễn Thị'}, {'name': 'Nguyễn Hương', 'content': 'Mindset kì ha gđ, họ hàng, bạn bè hỏi cái nói ""con ở chung với 1 bạn con trai"" có thật sự ổn k?'}, {'name': 'Trịnh Oanh', 'content': 'có bình thường hong=)))???'}]"
23,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 11:40,"Cần tuyển 1 em dễ thương ở ghép. Bao ăn ở, xin thề không làm gì luôn",No picture,"{'Thích': '11', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '7', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Lê Viết Quang Trí', 'content': 'Nói có chó nó tin'}, {'name': 'Nguyễn Lực', 'content': 'Lê Viết Quang Trí tht anh thề a k làm j'}, {'name': 'Phạm Minh Tuấn', 'content': 'Trần Bắc chú m tuyển à'}, {'name': 'Nt Hue', 'content': 'Giống tuyển bé đường z :))'}, {'name': 'Nguyễn Lực', 'content': 'Nt Hue k Á bạn chủ tus bị thiếu thốn tình cảm nên cần ng để tâm sự “ k làm gì đâu anh thề “ :))'}, {'name': 'Nt Hue', 'content': 'Nguyễn Lực ủa anh là chủ tus à'}, {'name': 'Nguyễn Lực', 'content': 'Nt Hue k ạ chủ tus ng khác á'}, {'name': 'Nt Hue', 'content': 'Nguyễn Lực uể'}, {'name': 'Thành Lương', 'content': 'Đăng Khoa miêt thôi'}, {'name': 'Phan Đình Mạnh', 'content': 'm hả Nguyễn Lực'}, {'name': 'Nguyễn Lực', 'content': 'Phan Đình Mạnh mô ai dùng tai thỏ mới biết chơ mền dùng ip7 lỏ răng có tai thỏ đc b ai Tự Biết Nhe :))'}, {'name': 'Phan Đình Mạnh', 'content': 'Nguyễn Lực rứa anh em meng giống nhau hỉ'}]"
24,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 11:37,Mình cần một bạn nữ học giúp vào chiều nay từ 13h30 ạ. Giá 100k. Bạn nào đi được thì thả haha nha,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 287', 'content': 'Tới mấy g v ạ'}]"
25,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 11:30,Dạ mn cho em hỏi cái chuẩn đầu ra tiếng anh là mình thi ở trường khác được không ạ hay bắt buộc phải thi ở ĐH Ngoại Ngữ a. em cảm ơn ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
26,https://www.facebook.com/groups/1976889476160045/user/100078746292202/?__cft__[0]=AZVrRzV1ngghJGjkm107ZR1Etr-UY7rY9zT1fOji4vLfLhf2VeNde_aGTzgjQNFM3CTAdytIPI8qL2L4BiU4whaI1W4bQwLTgMwGWHtM9y_lzt7EqXgVbTXXSkr2Hy0eYS1j2hDKTCsQmaKjlLoLrBEYpMrfmnyXB3fjuw1_f8m5iiqGzDWKHkGGUCn3tfQnZEg&__tn__=-UC%2CP-R,Bin Võ,Thành viên,Hôm qua lúc 10:57,Nghe nói con gái học Đại học sư phạm đà Nẵng nghiêm khắc lắm ạ,No picture,"{'Thích': '11', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '12', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
27,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 10:49,Tự tin cưa đổ hết mấy e girl Sư Phạm,No picture,"{'Thích': '19', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '38', 'Wow': '6', 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Mai Tuyet', 'content': 'gáy hơi sớm'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Mai Tuyet'}, {'name': 'Thúy Sương', 'content': 'Mai Tuyet gu Tuyết'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Thúy Sương chứng tỏ bạn e cũng có gu đó chớ'}, {'name': 'Công Tráng Nguyễn', 'content': 'Nếu mà tự tin là một loại sức mạnh thì ông chắc vô địch thiên hạ cmnr'}, {'name': 'Nguyễn Đức Quang', 'content': 'Công Tráng Nguyễn sao nói b rớ'}, {'name': 'Hồng Linhh', 'content': 'Lấy đâu ra tự tin lắm thế'}, {'name': 'Nguyễn Lực', 'content': 'Hồng Linhh chủ tus trai bk + vs dân kĩ thuật nx độ tự tin tăng 200%'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Nguyễn Lực th cu em biết hơi nhiều về anh đó nghe'}, {'name': 'Nguyễn Lực', 'content': 'Người tham gia ẩn danh đêm qua chúng ta còn ngủ chung mà a'}, {'name': 'Lương HoàngAnh', 'content': 'Mời anh cưa e'}, {'name': 'Nguyễn Lực', 'content': 'Lương HoàngAnh cưa thành 2 khúc hay 4 khúc để mình bảo vs chủ tus b'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Nguyễn Lực đẻ được mi đó ở đó mà bạn he “ mất nết “'}, {'name': 'Lương HoàngAnh', 'content': 'Nguyễn Lực mấy khúc thì tối đến trên đầu bạn cũng có linh hồn của mình bạn có đi ỉa mình cũng ở đó ngó nghen,'}, {'name': 'Nguyễn Lực', 'content': 'Lương HoàngAnh ỉa cx k xong nx má :))'}, {'name': 'Lương HoàngAnh', 'content': 'Nguyễn Lực dễ gì yên với mình… linh lắm'}, {'name': 'Nguyễn Lực', 'content': 'Lương HoàngAnh :)) :)) tôi cần pháp thuật thẩm gia vào :))'}, {'name': 'Diễm My', 'content': 'Chắc k'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Diễm My zai kỹ thuật chắc hơn cả cốt sắt bê tông'}, {'name': 'Diễm My', 'content': 'Người tham gia ẩn danh kĩ thuật cx v à'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Diễm My'}, {'name': 'Nguyễn Lực', 'content': 'Bài đăng của anh Trai bách khoa k24'}, {'name': 'Thinh Nguyen', 'content': 'Nguyễn Lực k24 mà lom dom nhỉ'}, {'name': 'Nguyễn Lực', 'content': 'Thinh Nguyen k24 phải chất'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Nguyễn Lực “Ngạo Nghễ”'}, {'name': 'Thị Chế', 'content': 'Dữ bay'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Thị Chế'}, {'name': 'Mỹ Kha', 'content': 'bá dô'}, {'name': 'Như Lữ', 'content': 'Mỹ Kha láo quá láo'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Mấy em gái cứ kêu anh ảo nhưng đến khi lệ các em rơi thì muộn rồi các e nhé'}, {'name': 'Nguyễn Thị Như Huỳnh', 'content': 'ảo tưởng sức mạnh'}, {'name': 'Mai Phương', 'content': 'Nguyễn Thị Như Huỳnh dễ bị sút hạ'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Mai Phương cỡ này mà bị sút hả'}]"
28,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 10:31,Các anh chị cho em hỏi ở gần trường mình có chỗ nào thay màn lap uy tín không ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Tác giả B'}, {'name': 'Bếp Nhà Nhi', 'content': '....ké ạ'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả K'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả H'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả G'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả ..'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả …'}]"
29,https://www.facebook.com/groups/1976889476160045/user/100087993722713/?__cft__[0]=AZWGsdrgPZwLgnW75op7bV5GlzynDN9nHRCMhYx0JFxd4nUgZxxYifVuS_es283qiqNQeGGEcawTW0MvuNYlIy15mpcJsrz5zWtIYTPPlohK47vWVYS6BpDE0D6olt_Jtbnbw-3l217gmKoGBost817YO3sLZhbJtgXH2LcxwbyE415AjhB-QJHGumrTPiv9lybDjnVOG-QrAhWIznly_4ES&__tn__=-UC%2CP-R,Ms.Tuyển Sinh Nobel,Thành viên,Hôm qua lúc 09:31,Nghiệp vụ sư phạm để đi dạy trường và thi biên chế chuẩn BGD- học thi online,{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/467018217_538913319051788_5409597489491096100_n.jpg?stp=dst-jpg_s600x600&_nc_cat=100&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFXhzvpnws1AL9n6U8yz9QtoS2V2DGeHnmhLZXYMZ4eeWlQ2Tm6gjFQ9KI_75nnwnHMoZ1sKXel7EaCA_C6sHWs&_nc_ohc=_fl-vkntVnkQ7kNvgEtLn_o&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AMQ_-8bwmqwCsnmAWZ2uitY&oh=00_AYAdtr5hElEImY3xoYWE-GZlqgG26JCpTsbx-F12ihs5ZQ&oe=673F88DB'},"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Ms.Tuyển Sinh Nobel', 'content': 'ib'}]"
30,No link,Người tham gia ẩn danh,Thành viên,Hôm qua lúc 07:11,"Mn biết chỗ nào bán hộp quà cho nam không ạ , tài chính dưới 2xx
Em cần trong ngày hôm nay luôn ạ",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Cứu em'}]"
31,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 23:39,Mình tìm if bạn nữ số 3 đá bóng sân sư phạm tối nay ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Hoàng Nhật Vũ', 'content': 'Naa Angela nếu k nhầm tối hôm qua idol có đá banh mặc áo số 3 mà đúng khong'}, {'name': 'Võ Thị Thanhh Hươngg', 'content': 'Naa Angela hay mặc áo số 3 lắm nè'}]"
32,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 21:55,"Thời đại 4.0 rồi nhưng mà vẫn phải làm bài tiểu luận bằng cách chép tay tận mấy chục trang giấy
cho mình hỏi ở đây các bạn đã từng phải làm tiểu luận bằng cách này chưa ạ, nếu có cho mình xin cánh tay để biết là không cô đơn",No picture,"{'Thích': '9', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
33,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 18:19,"Em xin đính chính là em không làm gì hết.Nếu còn đăng bài,lấy ảnh em,nói không đúng về em.Em sẽ mời công an vào cuộc giải quyết vấn đề này .Kiện tội xúc phạm danh dự nhân phẩm của em .Ở hiền mà gặp phiền.Cây ngay không sợ chết đứng(Mong add duyệt bài giúp em với ạ)",No picture,"{'Thích': '8', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': '2', 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Tội xúc phạm danh dự nhân phẩm của người khác thì đi tù bao nhiêu năm nhỉ'}, {'name': 'Người tham gia ẩn danh', 'content': 'Nếu nói em thế này ,thế kia vậy thì bằng chứng đâu'}]"
34,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 17:36,Mình pass áo outerity size L. Chưa mặc lần nào cũng chưa giặt .... Vải đẹp ạ,{0: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/466610452_866000982405679_3713002874403913256_n.jpg?stp=dst-jpg_p526x296&_nc_cat=108&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeH3bRmhmgUM6jyhDQNxK_Q9uP_EU3CCZvq4_8RTcIJm-sz0KoO8tc470g-ugcQrEgI7a8N5RxosLGwSbYo2hbtI&_nc_ohc=oiDFstYU6HMQ7kNvgH2Z3av&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=AmGKrd9aNQ-kqXppbl9w2Lp&oh=00_AYD4tfNBf1sqByZRUA_sZKyG528QSGw2liJYGjou2vUJ2g&oe=673F9E9D'},"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
35,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 15:47,Mình có làm rơi thẻ xe ở khu toàn B3 không biết có bạn nào nhặt được không cho mình xin lại với ạ ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
36,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 14:21,"Anh gì đi xe moto màu black white đụng dính em trước cửa rio  5 ngày trước làm em bị thương ở chân z mà anh nỡ nào k để lại 1 thông tin mà bỏ đi ngoài chuyện học sư phạm âm nhạc. Nếu anh đọc được bài này thì mong anh liên hệ vs em để bồi thường tổn thức tiền thuốc men và đau đớn những ngày qua nhé, h em đi đi như dáng bầu 7 tháng z anh. E xin trân trọng thông báo.",No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '4', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
37,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 13:12,triết học Mac-Lenin học ai ạ?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
38,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 11:40,"sư phạm mầm non ra trường rồi về quê dạy à mn, ko biết bạn trai có lo được ko ta",No picture,"{'Thích': '8', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '14', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Trần Lê Dung', 'content': 'Ng Hương Giang Ngọc Diệp phải lo hả ta'}, {'name': 'Ng Hương Giang', 'content': 'Trần Lê Dung ko có ny tôi ko bt :(('}, {'name': 'Nguyễn Lê Bảo Trinh', 'content': 'Nguyễn T.K Ngân m hả'}, {'name': 'Nguyễn T.K Ngân', 'content': 'Nguyễn Lê Bảo Trinh k biết có bạn trai không nữa:))'}, {'name': 'Sanh PC', 'content': 'Về Phú ninh Quảng Nam'}]"
39,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 11:22,"Làm bài tập nhóm thì không làm, số liệu không giải quyết mà nói tới là bận. Đến lúc xong xuôi hết bạn lại nhảy dựng lên bảo sao lại ít điểm. Đòi m.úc luôn cả đám cơ mà, lúc trước nghe danh thôi nên không rõ. Giờ gặp rồi mới biết có loại như này
Mong bạn thấy thì nhìn lại bản thân nha bạn H",No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
40,No link,Người tham gia ẩn danh,Thành viên,15 tháng 11 lúc 11:22,"sắp tới là sinh nhật em ạ, em muốn tìm 1 bạn nam đi dự sinh nhật giả vờ bọn em quen nhau để né người thích em (vì người ta là bạn em nên không thể không mời được). Theo hội đồng quản trị thì b đó có dự định tỏ tình em. Em rất sợ bạn bè thân thiết tỏ tình và không muốn sinh nhật mất vui ạ.
Em ngoại hình bình thường thui, được nhận xét là nhỏ nhắn dễ thương:))) Bạn nam đẹp trai là được và biết nói chuyện là ok ạ vì b nam kia toàn flex nên em k thích ấy ạ ",No picture,"{'Thích': '25', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '19', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Quốc Vũ', 'content': 'Ib tư vấn vào việc luôn Ứng tuyển cho bạn mình'}, {'name': 'A Lăng Duy', 'content': 'Quốc Vũ Ghê nhỉ! Cafe cantin B3 khầy ơi'}, {'name': 'Quốc Vũ', 'content': 'A Lăng Duy Phải nhanh chứ Tết r thầy ạ'}, {'name': 'A Lăng Duy', 'content': 'Quốc Vũ Tui mà có con gái khầy tán tui lấy cán chổi phang. Các em gái SP né khầy nghe'}, {'name': 'Quốc Vũ', 'content': 'A Lăng Duy Ơ kìa thầy ơi Th Hối em gửi thiệp mà'}, {'name': 'Quốc Vũ', 'content': 'A Lăng Duy Em về mất tiêu thầy ạ'}, {'name': 'A Lăng Duy', 'content': 'Tội. Ế tàn canh'}, {'name': 'Dương Thư', 'content': 'Quốc Vũ'}, {'name': 'Phạm Cường', 'content': 'mình'}, {'name': 'Đoàn Gia Lộc', 'content': 'Phạm Cường mình'}, {'name': 'Phạm Hưng', 'content': 'ứng tuyển'}, {'name': 'Bảo Duy', 'content': 'Phạm Hưng có đẹp trai ko mà đòi ứng tuyển?'}, {'name': 'Phạm Hưng', 'content': 'Bảo Duy có nhaa'}, {'name': 'Nguyễn Trọng', 'content': 'Cho em ứng lương trước khi ứng tuyển ạ'}, {'name': 'Đặng Thanh Phú', 'content': 'K cần phí mình tới ăn xong về là đc ạ'}, {'name': 'Nguyễn Gia Huy', 'content': 'Buồn quá mik mắc chứng ngại giao tiêpd'}, {'name': 'Huỳnh Huy', 'content': 'Nguyễn Gia Huy còn mình đọc xong cmt của bạn mình mắc ia'}, {'name': 'Nguyễn Gia Huy', 'content': 'Huỳnh Huy GIPHY'}, {'name': 'bnhi丨ꪮৎ', 'content': 'mình tìm nữ được không ạ ^^'}, {'name': 'Ngô Quốc Tuấn', 'content': 'Ứng mình ko lấy tiền'}, {'name': 'Hưng Trần', 'content': 'Ổn hè'}, {'name': 'Đặng Thị Phương Thảo', 'content': 'Thuc Anh Trang Thuỳ có cách tìm anh iêu mới rồi kìa, đăng lẹ đy:))))'}]"
